ProjectName;Key;title_desc;Type;Created;LastUpdatedStatus;LastUpdatedStatusDate;Priority;Storypoint;NumWatchers;NumComments;NumIssueLinks;NumAffectedVersions;NumFixVersions;NumChangeHistory;P;S;R
TIDOC;TIDOC-3146;fix report broken csh links cli studio check following links broken csh links report zoomin# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_4_0_1_release_note html cshcontext43299747# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_4_0_2_release_note html cshcontext43299747# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_4_1_0_release_note html cshcontext43299747# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_4_1_1_release_note html cshcontext43299747# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_4_1_3_release_note html cshcontext43299747 cshcontext43299726# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_5_0_1_release_note html cshcontext43299747# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_5_0_2_release_note html cshcontext43299726# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_5_0_3_release_note html cshcontext43299726# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_5_0_4_release_note html cshcontext43299726 cshcontext43299726# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_5_1_0_release_note html cshcontext43299747# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_6_0_0_ga_release_note html cshcontexttopicnamearrow_cloud_command line_interface_reference html#arrowcloudcommand lineinterfacereference restart# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_6_0_0_rc_release_note html cshcontexttopicnamearrow_cloud_command line_interface_reference html#arrowcloudcommand lineinterfacereference restart# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_faq html cshcontext30083282 cshcontext43299941topicnameappcelerator_cli_troubleshooting html#appceleratorclitroubleshooting pleasere trythisinstallagain cshcontext43299941topicnameappcelerator_cli_troubleshooting html#appceleratorclitroubleshooting applicationdeploymentfailed cshcontext30085351# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_getting_started html cshcontext29004837topicnametitanium_compatibility_matrix html#titaniumcompatibilitymatrix node js cshcontext35620436 cshcontext35620436topicnameinstalling_node html#installingnode troubleshootingnpmproblems# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_tasks html cshcontext29004938topicnamenative_android_debugging_and_testing_tools html#nativeandroiddebuggingandtestingtools creatinganemulator cshcontext37550296 cshcontext27595262 cshcontext29004925 cshcontext27595277 cshcontext27595277 cshcontext29004875topicnameinstalling_the_ios_sdk html#installingtheiossdk noteformavericks# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli_troubleshooting html cshcontext30083282# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_cli html# https axway zoominsoftware io bundle appcelerator_cli_allos_en page appcelerator_command line_interface_reference html cshcontext35620083 cshcontext43299782 cshcontext43298669 cshcontext35619828# https axway zoominsoftware io bundle appcelerator_studio_allos_en page api_builder_development html cshcontext49153285# https axway zoominsoftware io bundle appcelerator_studio_allos_en page app_designer_overview html cshcontexttopicnameapp_designer_quick_start_guide html#appdesignerquickstartguide perspectives# https axway zoominsoftware io bundle appcelerator_studio_allos_en page appcelerator_studio_getting_started html cshcontext37540095 cshcontext29004842 cshcontext53870988 cshcontext37525491# https axway zoominsoftware io bundle appcelerator_studio_allos_en page appcelerator_studio html cshcontext37525491 cshcontext37525491 cshcontext29004860# https axway zoominsoftware io bundle appcelerator_studio_allos_en page axway_appcelerator_studio_faq html cshcontext29004851topicnameinstalling_the_android_sdk html#installingtheandroidsdk androidsdk targetandroidplatform cshcontext29004837topicnametitanium_compatibility_matrix html#titaniumcompatibilitymatrix node js cshcontext29004850 cshcontext29004837topicnametitanium_compatibility_matrix html#titaniumcompatibilitymatrix node js cshcontext29004837topicnametitanium_compatibility_matrix html#titaniumcompatibilitymatrix node js cshcontext29004850 cshcontext29004837topicnametitanium_compatibility_matrix html#titaniumcompatibilitymatrix node js cshcontext29004877 cshcontext46254742topicnamestudio_error_reporting html#studioerrorreporting errorreportingconfiguration# https axway zoominsoftware io bundle appcelerator_studio_allos_en page axway_appcelerator_studio_getting_started html cshcontext37540095 cshcontext29004842 cshcontext53870988 cshcontext37525491# https axway zoominsoftware io bundle appcelerator_studio_allos_en page axway_appcelerator_studio_guide html cshcontext29004860# https axway zoominsoftware io bundle appcelerator_studio_allos_en page axway_appcelerator_studio html cshcontext37525491 cshcontext37525491 cshcontext29004860# https axway zoominsoftware io bundle appcelerator_studio_allos_en page bundles_view html cshcontext30083218topicnameruble_specification html#rublespecification redefining overriding andextendingbundles cshcontext30083218topicnameruble_specification html#rublespecification redefining overriding andextendingbundles# https axway zoominsoftware io bundle appcelerator_studio_allos_en page create_a_ftp_connection html cshcontext30083200# https axway zoominsoftware io bundle appcelerator_studio_allos_en page creating_a_custom_preview_server html cshcontext30083200# https axway zoominsoftware io bundle appcelerator_studio_allos_en page creating_a_new_ruble html cshcontext37525491# https axway zoominsoftware io bundle appcelerator_studio_allos_en page creating_a_new_theme html cshcontext30083213topicnamethemes html#themes scopes# https axway zoominsoftware io bundle appcelerator_studio_allos_en page creating_a_new_titanium_module html cshcontext43288997 cshcontext43288310# https axway zoominsoftware io bundle appcelerator_studio_allos_en page debugging_on_android_devices html cshcontext29004923# https axway zoominsoftware io bundle appcelerator_studio_allos_en page debugging_on_ios_devices html cshcontext27595262 cshcontext27595262# https axway zoominsoftware io bundle appcelerator_studio_allos_en page distributing_to_enterprise_app_stores html cshcontext29004925topicnamedistributing_android_apps html#distributingandroidapps distributingandroidapps generateakeypairandcertificate cshcontext27595277# https axway zoominsoftware io bundle appcelerator_studio_allos_en page downloading_and_installing_studio html cshcontext37540095topicnamesetting_up_studio html#settingupstudio systemrequirements# https axway zoominsoftware io bundle appcelerator_studio_allos_en page errors_configuring_platforms_inside_studio html cshcontext29004843# https axway zoominsoftware io bundle appcelerator_studio_allos_en page errors_while_updating html cshcontext29004844topicnamesoftware_locations_and_environment_variables html#softwarelocationsandenvironmentvariables configuringenvironmentvariablesonwindows# https axway zoominsoftware io bundle appcelerator_studio_allos_en page filtering_ruble_items_per platform html cshcontext30083218topicnameruble_specification html#rublespecification platformspecifier# https axway zoominsoftware io bundle appcelerator_studio_allos_en page git html cshcontext30083213topicnamethemes html#themes tokennames# https axway zoominsoftware io bundle appcelerator_studio_allos_en page installing_the_android_development_tools html cshcontext29004837topicnametitanium_compatibility_matrix html#titaniumcompatibilitymatrix androidsdk targetandroidplatform cshcontext29004837topicnametitanium_compatibility_matrix html#titaniumcompatibilitymatrix androidsdk targetandroidplatform# https axway zoominsoftware io bundle appcelerator_studio_allos_en page packaging_titanium_applications html cshcontext29004925 cshcontext27595277# https axway zoominsoftware io bundle appcelerator_studio_allos_en page php_development html cshcontext37525491 cshcontext30083214topicnamecurrent_theme_scopes html#currentthemescopes phpscopes# https axway zoominsoftware io bundle appcelerator_studio_allos_en page platform_services html cshcontext43298965 cshcontext43298697 cshcontext43298691 cshcontext43298693 cshcontext43298769 cshcontext46257699# https axway zoominsoftware io bundle appcelerator_studio_allos_en page platform_support html cshcontext29004851 cshcontext29004875# https axway zoominsoftware io bundle appcelerator_studio_allos_en page plugging_studio_into_an_existing_eclipse_configuration html cshcontext29004873# https axway zoominsoftware io bundle appcelerator_studio_allos_en page publishing html cshcontext30083200# https axway zoominsoftware io bundle appcelerator_studio_allos_en page python_development html cshcontext37525491# https axway zoominsoftware io bundle appcelerator_studio_allos_en page reporting_bugs_or_requesting_features html cshcontext29004732topicnamehow_to_report_a_bug_or_make_a_feature_request html#howtoreportabugormakeafeaturerequest jiraticketchecklist# https axway zoominsoftware io bundle appcelerator_studio_allos_en page rubles html cshcontext37525491# https axway zoominsoftware io bundle appcelerator_studio_allos_en page ruby_development html cshcontext37525491 cshcontext30083024topicnameruby_debugger html#rubydebugger prerequisites cshcontext30083213topicnamethemes html#themes rubyscopes# https axway zoominsoftware io bundle appcelerator_studio_allos_en page running_titanium_applications html cshcontext27595262# https axway zoominsoftware io bundle appcelerator_studio_allos_en page scriptdoc_tag_quick_reference html cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification alias cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification author cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification classdescription cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification constructor cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification deprecated cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification example cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification exception cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification id cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification inherits cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification internal cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification memberof cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification method cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification namespace cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification native cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification param cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification private cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification projectdescription cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification remarks cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification return cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification sdoc cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification see cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification since cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification type cshcontexttopicnamescriptdoc__sdoc__2_0_specification html#scriptdoc sdoc 2 0specification version# https axway zoominsoftware io bundle appcelerator_studio_allos_en page studio_3_3_0_release_note html cshcontext37550296# https axway zoominsoftware io bundle appcelerator_studio_allos_en page studio_4_0_0_release_note html cshcontext37540095topicnamesetting_up_studio html#settingupstudio installingstudio# https axway zoominsoftware io bundle appcelerator_studio_allos_en page studio_4_8_0_beta_release_note html cshcontext46248212 cshcontext35620436# https axway zoominsoftware io bundle appcelerator_studio_allos_en page studio_4_8_0_ga_release_note html cshcontext46248212 cshcontext35620436# https axway zoominsoftware io bundle appcelerator_studio_allos_en page studio_4_8_0_rc_release_note html cshcontext46248212 cshcontext35620436# https axway zoominsoftware io bundle appcelerator_studio_allos_en page studio_feature_comparison html cshcontext37525491# https axway zoominsoftware io bundle appcelerator_studio_allos_en page titanium_modules html cshcontext43288310 cshcontext43288997 cshcontext46248208# https axway zoominsoftware io bundle appcelerator_studio_allos_en page using_titanium_modules html cshcontext29004843# https axway zoominsoftware io bundle appcelerator_studio_allos_en page web_development html cshcontext37525491 cshcontext30083200;Bug;2018-03-21T22:43:31.000+0000;Closed;2018-05-25T16:48:59.000+0000;Medium;1.0;1;3;0;0;1;19;1;0;4
TIDOC;TIDOC-3150;fix replace links cloud wiki docs # https wiki appcelerator org display guides2 push+notifications http api http docs appcelerator com cloud latest # api pushnotifications http api http docs appcelerator com cloud latest # api pushnotifications method notify http api http docs appcelerator com cloud latest # api pushnotifications method notify_tokenshttp docs appcelerator com cloud latest # api pushnotifications needs point https docs appcelerator com arrowdb latest # api pushnotifications;Bug;2018-03-22T20:32:31.000+0000;Closed;2018-06-15T16:13:44.000+0000;Medium;1.0;1;1;0;0;1;10;1;0;4
TIDOC;TIDOC-3117;improve documentation using studio behind proxy improve documentation using studio behind proxyhere current linkhttps docs appcelerator com platform latest mobile guide using_studio_from_behind_a_proxywe basically need incorporate documentation mentioned https help eclipse org mars index jsptopic2forg eclipse platform doc user2freference2fref net preferences htm proxy_docu png height330 width700below modified content https docs appcelerator com platform latest mobile guide using_studio_from_behind_a_proxyhow configure proxy settings appcelerator studioto configure proxy settings studio started open preferences window navigate network connections# menu bar select windows preferences windows select titanium studio preferences appcelerator studio preferences mac os x # navigate general network connections # select manual action provider drop list network_connections png height250 width500 # select proxy entry would like edit example http click edit # host port fields specify name ip address port number proxy server proxy_details png height330 width500 # authentication enabled check requires authentication box type proxy user password # click ok apply settings # restart studio internet traffic directed via proxy;Story;2018-02-14T09:37:44.000+0000;Closed;2019-06-12T20:52:59.000+0000;High;1.0;1;1;0;0;1;13;2;0;1
TIDOC;TIDOC-3112;unable show result first 10 searching doc following problem doc website searching keyword example searchbar showing 1 10 search results 22 option view next results attached screenshot makes doc hard use please fix;Bug;2018-02-07T09:50:02.000+0000;Closed;2018-09-10T17:20:15.000+0000;Low;1.0;3;1;0;0;1;7;0;0;7
TIDOC;TIDOC-3066;create amplify bundle create publish zoomin bundle amplify docs found https wiki appcelerator org display db amplify;New Feature;2017-11-10T21:14:45.000+0000;Closed;2017-12-18T23:22:07.000+0000;High;1.0;1;1;1;0;1;30;2;0;1
TIDOC;TIDOC-3067;rename tile names zoomin appc categories update tile names zoomin site following changes app developer app development api developer api development;Improvement;2017-11-10T21:16:55.000+0000;Closed;2017-11-16T21:58:24.000+0000;Medium;1.0;1;1;0;0;1;23;1;0;4
TIDOC;TIDOC-3085;create publish release note api builder 3 0 0 update doctools toc xml include entry release publish api builder zoomin bundle prod already sandbox per chucks request;New Feature;2017-11-30T21:59:09.000+0000;Closed;2017-12-18T23:21:07.000+0000;High;1.0;1;2;0;0;1;31;2;0;1
TIDOC;TIDOC-3091;fix broken link typo coremotion yml found two bugs coremotion yml file broken link core motion module guide http docs appcelerator com titanium latest # guide core_motion_module point http docs appcelerator com platform latest # guide core_motion_module typo text stepcounter uerystepcount modules coremotion stepcounter querystepcount stepcounter querystepcount;Bug;2018-01-02T17:27:40.000+0000;Closed;2018-10-17T21:10:34.000+0000;Medium;1.0;1;1;0;0;1;7;1;0;4
TIDOC;TIDOC-3109;remove keyboardframechanged documentation heavily outdated event keyboardframechanged replaced version 3 0 removed 4 0 feel like time removed documentationpr https github com appcelerator titanium_mobile pull 9791;Improvement;2018-02-01T22:20:02.000+0000;Closed;2018-12-21T21:05:19.000+0000;Critical;1.0;1;0;0;0;1;6;2;0;1
TIDOC;TIDOC-3110;reverting previous version appcelerator studio add documentation reverting previous version appcelerator studioi found https wiki appcelerator org pages viewpage actionpageid9142787navigatingversionstrue would nice content active documentation link http docs appcelerator com platform latest # guide axway_appcelerator_studio_faqviewing installation historyin axway appcelerator studioon windows go help select axway appcelerator studio mac go axway appcelerator studio select axway appcelerator studio select installation details select installation history tab select time interested show versions plugins installed time reverting previous build studioalthough studio provide feature generally recommended leave studio unstable state;Bug;2018-02-06T11:04:21.000+0000;Closed;2018-12-21T21:05:00.000+0000;Medium;1.0;2;4;0;0;1;10;1;0;4
TIDOC;TIDOC-3152;confirm csh links valid dashboard docs # https axway zoominsoftware io bundle appcelerator_dashboard_allos_en page appcelerator_dashboard_faq html cshcontext49153774 cshcontext49153261topicnameconsole_configuration html#consoleconfiguration introduction cshcontext49153261topicnameconsole_configuration html#consoleconfiguration introduction cshcontext50168366topicnameappcelerator_dashboard_getting_started html#appceleratordashboardgettingstarted authorizingabrowserordevice cshcontext50168366topicnameappcelerator_dashboard_getting_started html#appceleratordashboardgettingstarted keymetrics cshcontext50168366topicnameappcelerator_dashboard_getting_started html#appceleratordashboardgettingstarted customdate timerangefilter cshcontext50168366topicnameappcelerator_dashboard_getting_started html#appceleratordashboardgettingstarted exportdata cshcontext43298780topicnamesending_and_scheduling_push_notifications html#sendingandschedulingpushnotifications troubleshootingcommonerrors# https axway zoominsoftware io bundle appcelerator_dashboard_allos_en page appcelerator_dashboard html cshcontext43298774topicnamemanaging_client_applications html#managingclientapplications analyticstab cshcontext43298774topicnamemanaging_client_applications html#managingclientapplications cloudtab cshcontext43298774topicnamemanaging_client_applications html#managingclientapplications performancetab cshcontext43298707# https axway zoominsoftware io bundle appcelerator_dashboard_allos_en page dashboard_4_0_0_release_note html cshcontext cshcontext# https axway zoominsoftware io bundle appcelerator_dashboard_allos_en page dashboard_4_13_0_release_note html cshcontext49153255# https axway zoominsoftware io bundle appcelerator_dashboard_allos_en page managing_client_applications html cshcontext43298769topicnameappcelerator_dashboard html#appceleratordashboard keymetrics cshcontext43298707 cshcontext43298730 cshcontext43298722# https axway zoominsoftware io bundle appcelerator_dashboard_allos_en page managing_mobile_backend_services_data_objects html cshcontext49153774 cshcontext53873264# https axway zoominsoftware io bundle appcelerator_dashboard_allos_en page managing_mobile_backend_services_datasources html cshcontext37551713 cshcontext37551713 cshcontext37551713# https axway zoominsoftware io bundle appcelerator_dashboard_allos_en page managing_non titanium_client_applications_in_dashboard html cshcontext43298718 cshcontext43298726# https axway zoominsoftware io bundle appcelerator_dashboard_allos_en page managing_tests html cshcontext43298707# https axway zoominsoftware io bundle appcelerator_dashboard_allos_en page managing_your_applications html# https axway zoominsoftware io bundle appcelerator_dashboard_allos_en page sending_and_scheduling_push_notifications html cshcontext37551713 cshcontext37551717 cshcontext37551717 cshcontext37551717 cshcontext37551717 cshcontext40930452 cshcontext40930452 cshcontext40930452 cshcontext40930452 cshcontext40930452 cshcontext37539664 cshcontext29004921 cshcontext29004897 cshcontext37551717# https axway zoominsoftware io bundle appcelerator_dashboard_allos_en page viewing_analytics html cshcontext43298693topicnameappcelerator_analytics html#appceleratoranalytics creatingandviewingeventfunnels cshcontext51250946;Bug;2018-03-22T21:37:45.000+0000;Closed;2018-06-01T21:13:00.000+0000;Medium;1.0;1;1;0;0;1;29;1;0;4
TIDOC;TIDOC-3162;android ti media showcamera cant use multiple mediatypes code camera able capture video video photo codejavascript titanium media showcamera successfunction e error function error cancel function e savetophotogallerytrue mediatypes ti media media_type_photo ti media media_type_video code;Bug;2018-03-08T12:19:17.000+0000;Closed;2018-10-17T16:56:51.000+0000;Critical;1.0;5;4;0;0;0;8;2;0;1
TIDOC;TIDOC-3163;android ti media showcamera saves picture public gallery folder even set savetophotogalleryfalse updated studio today 6 3 0 also updated one older app 6 3 0 ga actually developed 5 3 1 ga see pics taken camera saved devices gallery folder dcim camera sure works perfectly fine 5 3 1 ga 5 5 1 ga doesnt work expected 6 3 0 ga lower 6 x x version clearly issue exists latest sdk must addressed sample code codejava var window ti ui createwindow var button ti ui createbutton title take camera picture button addeventlistener click startcamera window add button window open function startcamera ti media hascamerapermissions takepic else ti media requestcamerapermissions function cameraargs cameraargs success takepic alert need camera permissions function takepic ti media showcamera savetophotogallery false successfunction event event mediatype ti media media_type_photo saves pic location expected youll see copy original image devices dcim folder visible devices gallery app var picpath ti filesystem getfile ti filesystem applicationdatadirectory ownpic jpg picpath write event media ti api info path + picpath nativepath else alert please take picture code;Bug;2017-11-03T10:55:51.000+0000;Closed;2018-10-17T16:55:46.000+0000;Critical;1.0;6;16;0;0;1;9;2;0;1
TIDOC;TIDOC-3168;ios ipad splitwindow fails open unrecognized selector tiuiviewproxy setismasterwindow starting migrate old projects sdk 5 5 1 sdk 7 x ran problem apps use ti ui ios createsplitwindow call createsplitwindow completes returns appears valid object open window get error ive modified default master detail project use splitwindow run ipad simulator device attached documentation says masterview detailview ti ui view class example given shows windows could problem thats real showstopper lot apps code info createsplitwindow info showmasterinportrait false info masterisoverlayed false info horizontalwrap true info visible true info touchenabled true info masterview info horizontalwrap true info visible true info touchenabled true info top 0 info width 240 info left 0 info bottom 0 info info detailview info horizontalwrap true info visible true info touchenabled true info left 240 info top 0 info right 0 info bottom 0 info info backgroundcolor #ffffff info landscapesplit 0 3125 info orientationmodes info 4 info 3 info info error script error error column 21 error line 62 error message tiuiviewproxy setismasterwindow unrecognized selector sent instance 0x7f969c09d800 error sourceurl file users jrf library developer coresimulator devices 354bbe8c 3514 49d0 bc31 82c13e500b4d data containers bundle application 7a31a181 598a 4205 88d6 46ca528089d6 split app app js error code;Bug;2018-04-13T17:33:36.000+0000;Closed;2018-10-17T17:49:20.000+0000;Critical;1.0;2;10;0;0;0;5;2;0;1
